Component #1,Component #2,Component #3,x1,x2,x3,T /K,Viscosity /cP
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,328.2,17.3
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,353.2,17.6
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,348.2,18.9
CHOLINE CHLORIDE,1H-TETRAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,303.2,19.6
CHOLINE CHLORIDE,OXALIC ACID,ETHYLENE GLYCOL,0.167,0.167,0.667,298.15,20.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,343.2,20.5
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,323.2,20.5
CHOLINE CHLORIDE,1H-1.2.3-TRIAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,303.2,22.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,338.2,22.9
CHOLINE CHLORIDE,IMIDAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,303.2,23.1
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,318.2,24.5
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,333.2,25.8
CHOLINE CHLORIDE,1H-TETRAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,298.2,27.4
CHOLINE CHLORIDE,1H-1.2.3-TRIAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,298.2,27.5
CHOLINE CHLORIDE,IMIDAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,298.2,28.9
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,328.2,30.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,313.2,30.0
CHOLINE CHLORIDE,1H-1.2.3-TRIAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,293.2,34.3
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,323.2,35.5
CHOLINE CHLORIDE,IMIDAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,293.2,36.5
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,308.2,37.3
CHOLINE CHLORIDE,1H-TETRAZOLE,ETHYLENE GLYCOL,0.125,0.292,0.583,293.2,40.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,318.2,43.4
CHOLINE CHLORIDE,OXALIC ACID,ETHYLENE GLYCOL,0.2,0.2,0.6,298.15,47.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,303.2,47.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,313.2,54.1
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,298.2,60.3
CHOLINE CHLORIDE,OXALIC ACID,ETHYLENE GLYCOL,0.25,0.25,0.5,298.15,68.0
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,308.2,70.1
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,353.2,77.5
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,348.2,78.3
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.104,0.052,0.844,293.2,79.8
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,343.2,79.8
CHOLINE CHLORIDE,OXALIC ACID,ETHYLENE GLYCOL,0.333,0.333,0.333,298.15,82.0
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,338.2,84.8
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,333.2,90.9
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,303.2,93.7
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,328.2,101.5
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,323.2,115.6
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,298.2,130.3
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,318.2,137.0
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,313.2,167.3
GUANIDINE  CARBONATE,MALIC ACID,ETHYLENE GLYCOL,0.16,0.08,0.76,293.2,186.8
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,308.2,212.7
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,303.2,284.3
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,298.2,395.4
CHOLINE CHLORIDE,MALIC ACID,ETHYLENE GLYCOL,0.289,0.222,0.489,293.2,584.1
CHOLINE CHLORIDE,UREA,GLYCEROL,0.333,0.5,0.167,298.15,1.197
CHOLINE CHLORIDE,UREA,GLYCEROL,0.333,0.167,0.5,298.15,91.9
CHOLINE CHLORIDE,UREA,GLYCEROL,0.333,0.333,0.333,298.15,97.3
CHOLINE CHLORIDE,XYLITOL,GLYCEROL,0.5,0.25,0.25,343.15,130.0
CHOLINE CHLORIDE,D-SORBITOL,GLYCEROL,0.5,0.25,0.25,343.15,180.0
CHOLINE CHLORIDE,D-GLUCOSE,GLYCEROL,0.5,0.25,0.25,343.15,280.0
CHOLINE CHLORIDE,LACTIC ACID,GLYCEROL,0.333,0.333,0.333,293.15,358.3
CHOLINE CHLORIDE,XYLITOL,GLYCEROL,0.5,0.25,0.25,323.15,370.0
CHOLINE CHLORIDE,D-SORBITOL,GLYCEROL,0.5,0.25,0.25,323.15,560.0
CHOLINE CHLORIDE,D-GLUCOSE,GLYCEROL,0.5,0.25,0.25,323.15,930.0
CHOLINE CHLORIDE,XYLITOL,GLYCEROL,0.5,0.25,0.25,303.15,1420.0
CHOLINE CHLORIDE,D-SORBITOL,GLYCEROL,0.5,0.25,0.25,303.15,1710.0
CHOLINE CHLORIDE,D-GLUCOSE,GLYCEROL,0.5,0.25,0.25,303.15,4430.0
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,353.15,33.43
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,348.15,40.315
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,353.15,45.049
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,343.15,50.574
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,348.15,54.557
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,353.15,60.707
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,338.15,65.943
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,343.15,69.055
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,348.15,73.831
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,353.15,81.806
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,333.15,89.024
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,338.15,91.27
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,343.15,94.29
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,348.15,99.914
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,328.15,123.76
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,333.15,125.4
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,338.15,126.32
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,343.15,128.75
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,338.15,174.84
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,323.15,176.07
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,333.15,176.63
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,328.15,177.9
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,333.15,248.8
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,318.15,254.97
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,328.15,255.74
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,323.15,258.74
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,328.15,367.62
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,313.15,374.0
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,323.15,380.24
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,318.15,383.37
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,308.15,553.54
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,323.15,558.78
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,313.15,575.51
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,318.15,576.44
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,303.15,824.59
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,318.15,866.73
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,308.15,871.81
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,313.15,885.6
CHOLINE CHLORIDE,UREA,L-ARGININE,0.328,0.656,0.016,298.15,1233.7
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,303.15,1329.1
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,313.15,1362.8
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,308.15,1373.1
CHOLINE CHLORIDE,UREA,L-ARGININE,0.323,0.645,0.032,298.15,2034.5
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,303.15,2142.1
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,308.15,2162.6
CHOLINE CHLORIDE,UREA,L-ARGININE,0.317,0.635,0.048,298.15,3355.0
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,303.15,3452.6
CHOLINE CHLORIDE,UREA,L-ARGININE,0.313,0.625,0.062,298.15,5532.8
COBALT CHLORIDE,TETRAOCTYLAMMONIUM BROMIDE,LINOLEIC ACID,0.143,0.429,0.429,296.15,2780.0
COBALT CHLORIDE,TETRAOCTYLAMMONIUM BROMIDE,MENTHOL,0.143,0.286,0.571,296.15,11880.0
COBALT CHLORIDE,TRIOCTYLPHOSPHINE OXIDE,OCTANOIC ACID,0.2,0.4,0.4,296.15,155.0
COBALT CHLORIDE,METHYLTRIOCTYLAMMONIUM CHLORIDE,OCTANOIC ACID,0.2,0.4,0.4,296.15,428.0
COBALT CHLORIDE,TRIOCTYLAMINE,OCTANOIC ACID,0.2,0.4,0.4,296.15,432.0
COBALT CHLORIDE,TETRAOCTYLAMMONIUM BROMIDE,OCTANOIC ACID,0.2,0.4,0.4,296.15,5686.0
COBALT CHLORIDE,TRIHEXYLTETRADECYLPHOSPHONIUM CHLORIDE,OCTANOIC ACID,0.2,0.4,0.4,296.15,8492.0
MANGANESE (II) CHLORIDE,TETRAOCTYLAMMONIUM BROMIDE,OCTANOIC ACID,0.2,0.4,0.4,296.15,14880.0
MANGANESE (II) CHLORIDE,TRIHEXYLTETRADECYLPHOSPHONIUM CHLORIDE,OCTANOIC ACID,0.2,0.4,0.4,296.15,20990.0
COBALT CHLORIDE,TRIOCTYLPHOSPHINE OXIDE,THYMOL,0.143,0.429,0.429,296.15,247.0
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,363.15,0.3862
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,353.15,0.4353
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,363.15,0.4654
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,343.15,0.4876
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,353.15,0.5212
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,333.15,0.5652
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,363.15,0.5735
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,343.15,0.6006
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,363.15,0.6145
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,353.15,0.6265
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,323.15,0.6578
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,353.15,0.6654
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,333.15,0.6999
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,343.15,0.701
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,343.15,0.7359
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,363.15,0.7702
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,313.15,0.7902
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,333.15,0.798
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,323.15,0.8193
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,363.15,0.8788
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,353.15,0.8822
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,333.15,0.8829
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,323.15,0.9234
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,303.15,0.9611
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,313.15,0.9808
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,353.15,0.9911
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,343.15,1.004
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,363.15,1.0262
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,323.15,1.0444
CHOLINE CHLORIDE,LEVULINIC ACID,WATER,0.057,0.113,0.83,353.15,1.085
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,313.15,1.0858
CHOLINE CHLORIDE,PHENOL,WATER,0.025,0.075,0.9,333.15,1.089
CHOLINE CHLORIDE,PHENOL,WATER,0.02,0.08,0.9,333.15,1.099
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,343.15,1.1287
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,333.15,1.1824
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,353.15,1.1855
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,303.15,1.2059
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,293.15,1.2065
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,313.15,1.2652
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,333.15,1.3049
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,303.15,1.3125
CHOLINE CHLORIDE,PHENOL,WATER,0.025,0.075,0.9,323.15,1.32
CHOLINE CHLORIDE,PHENOL,WATER,0.02,0.08,0.9,323.15,1.334
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,363.15,1.3576
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,343.15,1.3842
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,363.15,1.3986
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,323.15,1.4169
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,293.15,1.5294
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,353.15,1.5515
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,303.15,1.5742
CHOLINE CHLORIDE,GLYCEROL,WATER,0.006,0.012,0.982,283.15,1.5754
CHOLINE CHLORIDE,UREA,WATER,0.033,0.067,0.9,293.15,1.6178
CHOLINE CHLORIDE,PHENOL,WATER,0.025,0.075,0.9,313.15,1.639
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,353.15,1.6472
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,333.15,1.6547
CHOLINE CHLORIDE,PHENOL,WATER,0.02,0.08,0.9,313.15,1.66
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,313.15,1.7433
CHOLINE CHLORIDE,PHENOL,WATER,0.04,0.16,0.8,333.15,1.753
CHOLINE CHLORIDE,PHENOL,WATER,0.05,0.15,0.8,333.15,1.794
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,343.15,1.7978
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,313.15,1.8509
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,343.15,1.9711
CHOLINE CHLORIDE,GLYCEROL,WATER,0.013,0.027,0.96,283.15,2.0141
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,363.15,2.0167
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,293.15,2.0191
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,323.15,2.0196
CHOLINE CHLORIDE,PHENOL,WATER,0.025,0.075,0.9,303.15,2.094
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,333.15,2.1172
CHOLINE CHLORIDE,PHENOL,WATER,0.02,0.08,0.9,303.15,2.128
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,363.15,2.1426
CHOLINE CHLORIDE,PHENOL,WATER,0.04,0.16,0.8,323.15,2.163
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,303.15,2.1977
CHOLINE CHLORIDE,PHENOL,WATER,0.05,0.15,0.8,323.15,2.209
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,303.15,2.2654
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,353.15,2.3461
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,333.15,2.4063
CHOLINE CHLORIDE,PHENOL,WATER,0.06,0.24,0.7,333.15,2.485
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,313.15,2.5277
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,323.15,2.5381
CHOLINE CHLORIDE,PHENOL,WATER,0.075,0.225,0.7,333.15,2.542
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,353.15,2.5717
CHOLINE CHLORIDE,GLYCEROL,WATER,0.022,0.044,0.934,283.15,2.6941
CHOLINE CHLORIDE,PHENOL,WATER,0.04,0.16,0.8,313.15,2.739
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,343.15,2.7739
CHOLINE CHLORIDE,PHENOL,WATER,0.025,0.075,0.9,293.15,2.774
CHOLINE CHLORIDE,PHENOL,WATER,0.05,0.15,0.8,313.15,2.792
CHOLINE CHLORIDE,PHENOL,WATER,0.02,0.08,0.9,293.15,2.827
CHOLINE CHLORIDE,UREA,WATER,0.067,0.133,0.8,293.15,2.8436
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,293.15,2.8657
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,363.15,2.8964
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,323.15,3.0075
CHOLINE CHLORIDE,PHENOL,WATER,0.06,0.24,0.7,323.15,3.101
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,313.15,3.1117
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,343.15,3.1519
CHOLINE CHLORIDE,PHENOL,WATER,0.075,0.225,0.7,323.15,3.175
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,303.15,3.2576
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.299,0.601,333.15,3.34
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,333.15,3.3415
CHOLINE CHLORIDE,PHENOL,WATER,0.08,0.32,0.6,333.15,3.433
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,353.15,3.4372
CHOLINE CHLORIDE,PHENOL,WATER,0.04,0.16,0.8,303.15,3.576
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,363.15,3.6385
CHOLINE CHLORIDE,PHENOL,WATER,0.05,0.15,0.8,303.15,3.639
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,313.15,3.8621
CHOLINE CHLORIDE,GLYCEROL,WATER,0.033,0.066,0.901,283.15,3.8894
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,303.15,3.9093
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,333.15,3.9458
CHOLINE CHLORIDE,PHENOL,WATER,0.06,0.24,0.7,313.15,3.983
CHOLINE CHLORIDE,PHENOL,WATER,0.075,0.225,0.7,313.15,4.077
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,323.15,4.1152
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,343.15,4.156
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.299,0.601,323.15,4.232
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,363.15,4.2758
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.4,0.5,333.15,4.334
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,293.15,4.3516
CHOLINE CHLORIDE,PHENOL,WATER,0.08,0.32,0.6,323.15,4.364
CHOLINE CHLORIDE,PHENOL,WATER,0.125,0.376,0.499,333.15,4.437
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,353.15,4.4946
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,353.15,4.61
CHOLINE CHLORIDE,PHENOL,WATER,0.04,0.16,0.8,293.15,4.816
CHOLINE CHLORIDE,PHENOL,WATER,0.05,0.15,0.8,293.15,4.918
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,353.0,5.0
CHOLINE CHLORIDE,UREA,WATER,0.1,0.199,0.701,293.15,5.0645
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,323.15,5.076
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,333.15,5.1376
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,313.15,5.1982
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,353.15,5.203
CHOLINE CHLORIDE,PHENOL,WATER,0.06,0.24,0.7,303.15,5.29
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,343.15,5.36
CHOLINE CHLORIDE,PHENOL,WATER,0.12,0.48,0.4,333.15,5.391
CHOLINE CHLORIDE,PHENOL,WATER,0.075,0.225,0.7,303.15,5.415
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.299,0.601,313.15,5.522
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.4,0.5,323.15,5.586
CHOLINE CHLORIDE,UREA,WATER,0.077,0.154,0.769,353.15,5.64
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,303.15,5.6483
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,343.15,5.6748
CHOLINE CHLORIDE,PHENOL,WATER,0.125,0.376,0.499,323.15,5.716
CHOLINE CHLORIDE,PHENOL,WATER,0.15,0.449,0.401,333.15,5.722
CHOLINE CHLORIDE,PHENOL,WATER,0.08,0.32,0.6,313.15,5.722
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,343.0,6.0
CHOLINE CHLORIDE,GLYCEROL,WATER,0.048,0.095,0.857,283.15,6.0668
CHOLINE CHLORIDE,UREA,WATER,0.233,0.466,0.301,363.15,6.1852
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,333.15,6.3
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,343.15,6.4745
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,323.15,6.5254
CHOLINE CHLORIDE,UREA,WATER,0.077,0.154,0.769,343.15,6.68
CHOLINE CHLORIDE,UREA,WATER,0.133,0.267,0.6,303.15,6.7782
CHOLINE CHLORIDE,PHENOL,WATER,0.14,0.56,0.3,333.15,6.8
CHOLINE CHLORIDE,PHENOL,WATER,0.12,0.48,0.4,323.15,7.046
CHOLINE CHLORIDE,GLYCEROL,WATER,0.093,0.187,0.72,313.15,7.0999
CHOLINE CHLORIDE,PHENOL,WATER,0.175,0.525,0.3,333.15,7.279
CHOLINE CHLORIDE,PHENOL,WATER,0.06,0.24,0.7,293.15,7.315
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.4,0.5,313.15,7.438
CHOLINE CHLORIDE,LEVULINIC ACID,WATER,0.057,0.113,0.83,343.15,7.45
CHOLINE CHLORIDE,PHENOL,WATER,0.1,0.299,0.601,303.15,7.469
CHOLINE CHLORIDE,PHENOL,WATER,0.075,0.225,0.7,293.15,7.478
CHOLINE CHLORIDE,PHENOL,WATER,0.15,0.449,0.401,323.15,7.48
CHOLINE CHLORIDE,GLYCEROL,WATER,0.199,0.399,0.402,363.15,7.5048
CHOLINE CHLORIDE,PHENOL,WATER,0.125,0.376,0.499,313.15,7.612
CHOLINE CHLORIDE,GLYCEROL,WATER,0.067,0.134,0.8,293.15,7.6483
CHOLINE CHLORIDE,ETHYLENE GLYCOL,WATER,0.064,0.128,0.808,323.15,7.68
CHOLINE CHLORIDE,GLYCEROL,WATER,0.134,0.268,0.598,333.15,7.7082
CHOLINE CHLORIDE,PHENOL,WATER,0.08,0.32,0.6,303.15,7.782
CHOLINE CHLORIDE,UREA,WATER,0.077,0.154,0.769,333.15,7.98
LACTIC ACID,D-GLUCOSE,WATER,0.556,0.111,0.333,333.0,8.0
CHOLINE CHLORIDE,UREA,WATER,0.2,0.4,0.4,333.15,8.2652
CHOLINE CHLORIDE,PHENOL,WATER,0.16,0.64,0.2,333.15,8.309
CHOLINE CHLORIDE,GLYCEROL,WATER,0.076,0.152,0.772,353.15,8.81
CERIUM NITRATE,UREA,WATER,0.071,0.5,0.428,363.15,8.82
CHOLINE CHLORIDE,UREA,WATER,0.165,0.33,0.505,313.15,8.9032
CHOLINE CHLORIDE,PHENOL,WATER,0.14,0.56,0.3,323.15,9.002
