TZVP,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60
LAURAMINE OXIDE,0,0,0,0,0,0,0,0,0,0.027,0.165,0.507,1.627,3.429,3.879,2.869,1.883,0.955,0.555,0.666,0.794,1.371,2.928,4.852,6.041,7.378,14.47,29.086,41.324,42.158,34.123,25.285,18.571,15.607,12.431,4.75,0.21,0.15,0.138,0.107,0.57,1.069,0.755,0.424,0.386,0.591,1.177,1.157,0.693,1.189,2.417,2.404,1.114,1.465,3.544,3.594,1.426,0.134,0.004,0,0
LAURIC ACID,0,0,0,0,0,0,0,0,0.019,0.358,0.975,1.5,1.636,1.025,0.356,0.339,0.706,0.873,0.539,0.346,0.445,0.448,1.462,3.135,4.084,6.19,14.368,29.096,40.763,41.249,33.275,24.481,18.445,16.178,13.085,5.961,2.121,2.036,1.909,2.043,2.48,3.23,4.08,4.079,3.029,2.098,1.068,0.215,0.032,0,0,0,0,0,0,0,0,0,0,0,0
L-CARNITINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.952,2.466,7.095,13.759,16.773,15.167,13.573,13.957,15.083,13.568,8.446,4.584,3.366,2.783,2.464,2.022,1.612,1.466,1.253,1.224,1.528,1.713,1.819,2.085,2.032,1.804,1.983,2.248,2.808,4.42,6.404,6.474,4.831,3.466,2.619,2.297,2.016,1.132,0.304,0.025,0,0,0,0
L-CYSTEINE,0,0,0,0,0,0,0,0,0.006,0.7,2.81,4.69,4.536,3.432,2.639,2.292,2.136,1.904,2.115,3.527,5.48,5.88,5.086,4.807,4.231,3.181,2.783,3.137,3.835,4.176,3.788,3.122,2.947,3.394,3.816,3.582,2.994,2.768,2.763,2.518,1.987,1.49,1.265,1.674,2.741,4.181,5.55,5.556,4.198,2.855,2.467,2.349,1.218,0.174,0,0,0,0,0,0,0
L-CYSTINE,0,0,0,0,0,0,0,0,0.458,1.827,3.183,3.318,2.169,0.913,0.862,1.769,2.512,3.363,4.917,5.82,5.611,7.718,12.7,13.887,10.579,9.743,10.626,9.499,7.429,5.788,6.361,7.695,7.787,8.537,9.322,8.795,8.242,8.272,7.875,6.439,6.37,8.429,8.687,6.271,3.835,2.606,2.069,1.299,0.795,0.863,0.989,1.02,0.807,0.798,0.984,0.647,0.145,0,0,0,0
LEVULINIC ACID,0,0,0,0,0,0,0,0,0.054,0.392,0.935,1.262,1.366,1.156,0.605,0.308,0.708,1.035,0.573,0.253,0.953,4.071,8.69,11.451,11.792,10.38,8.509,7.069,6.784,7.524,6.446,3.678,2.101,1.819,1.91,2.457,2.895,2.651,2.643,3.721,4.854,6.104,7.521,6.498,3.744,2.082,1.423,0.814,0.223,0,0,0,0,0,0,0,0,0,0,0,0
L-GLUTAMIC ACID,0,0,0,0,0,0,0,0,0.086,0.865,2.298,3.269,3.051,1.717,0.666,0.967,2.213,3.289,3.448,3.368,3.503,4.322,5.723,7.777,10.667,11.17,9.103,7.666,6.634,4.668,2.721,2.499,2.735,2.331,2.695,4.248,5.245,4.253,3.264,3.707,4.773,7.472,9.525,8.001,5.45,2.917,1.224,1.079,0.844,0.571,0.434,0.298,0.353,0.469,0.586,0.424,0.108,0,0,0,0
L-GLUTAMINE,0,0,0,0,0,0,0,0,0,0,0.306,1.702,3.539,4.722,5.169,4.526,3.728,3.562,3.537,3.943,4.654,5.591,7.267,8.866,9.256,8.027,6.11,4.99,4.427,4.424,4.736,4.126,3.204,2.767,2.407,1.799,1.501,1.948,2.712,2.853,2.185,1.759,1.861,2.36,3.24,4.535,6.179,6.905,5.535,3.614,2.772,2.662,2.175,0.929,0.107,0,0,0,0,0,0
L-HISTIDINE,0,0,0,0,0,0,0,0,0.177,1.723,4.892,6.272,4.841,3.402,2.31,1.487,1.577,1.902,2.032,2.99,4.877,6.646,7.893,7.595,5.815,4.778,4.364,3.531,3.547,3.895,4.003,4.923,6.029,6.101,5.472,5.582,6.027,5.092,3.271,1.896,1.473,2.601,3.912,4.002,4.215,5.12,5.084,3.863,3.307,3.458,3.113,2.041,1.004,0.389,0.06,0,0,0,0,0,0
LIDOCAINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.617,2.824,7.323,14.373,22.192,27.564,28.305,24.623,20.915,20.532,22.282,20.17,12.842,7.948,7.845,8.532,6.304,2.555,0.964,0.773,0.966,1.348,1.653,2.499,3.118,2.682,2.024,1.24,0.394,0.041,0,0,0,0,0,0,0,0,0,0
LIMONENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,3.558,11.982,21.972,25.723,22.126,17.452,15.419,16.378,16.25,11.367,6.485,5.318,5.498,4.677,3.921,3.756,2.854,1.233,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINOLEIC ACID,0,0,0,0,0,0,0,0,0.018,0.331,0.964,1.525,1.628,1.024,0.374,0.328,0.736,0.932,0.516,0.279,0.42,0.375,0.654,2.592,7.586,16.407,31.291,47.728,53.963,47.698,36.162,26.837,22.635,20.184,14.271,7.962,5.924,6.039,6.29,5.973,5.385,5.44,5.391,4.18,2.789,1.918,0.842,0.1,0.012,0,0,0,0,0,0,0,0,0,0,0,0
LITHIUM CHLORIDE,3.698,2.078,1.122,1.045,1.3,0.752,0.169,0.003,0,0.496,1.566,1.644,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,2.118,1.661,0.401,0,0,0,0,0,0.063,0.846,2.08,2.821,5.057,11.157,12.87,5.456,0.21,0,0,0,0,0,0,0,0,0,0,0,0
LITHIUM HEXAFLUOROPHOSPHATE,0.465,0.153,1.098,2.139,1.453,0.295,0,0,0,0,0.142,0.314,0.203,0.031,0,0,0,0,0.009,0.463,1.352,1.372,0.642,0.331,0.182,0.023,0.065,0.149,0.414,0.816,1.225,1.853,1.809,1.33,3.258,10.148,24.547,32.28,18.95,3.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITHIUM NITRATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.523,0.724,0.673,0.973,1.233,0.851,0.53,0.361,0.643,1.308,1.172,0.776,1.062,2.269,4.272,6.461,9.059,10.443,8.695,6.779,6.395,5.755,3.845,1.32,0.072,0,0,0,0,0,0,0,0,0
L-LACTIC ACID,0,0,0,0,0,0,0.02,0.331,1.009,1.518,1.507,1.33,1.729,2.598,3.147,2.943,2.255,2.287,3.638,5.571,6.228,5.267,4.498,4.199,4.048,3.893,3.4,2.802,2.519,2.808,3.331,3.672,3.564,3.679,4.352,4.291,4.372,5.387,5.943,7.099,9.036,8.812,6.789,5.255,4.171,2.854,1.376,0.338,0.008,0,0,0,0,0,0,0,0,0,0,0,0
L-LYSINE,0,0,0,0,0,0,0,0,0,0,0,0.489,1.652,2.488,2.308,1.878,2.624,3.873,4.168,4.514,4.85,4.271,4.363,5.549,7.676,12.22,16.239,15.488,12.119,9.654,8.046,6.093,3.719,1.786,1.067,0.829,0.476,0.528,0.876,1.279,1.423,1.041,0.749,1.008,1.718,2.885,4.699,6.243,5.886,4.269,2.96,2.451,2.339,1.559,0.477,0.042,0,0,0,0,0
L-MENTHOL,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.458,0.838,0.688,0.566,0.86,1.062,0.986,0.597,0.253,0.178,0.355,1.302,5.397,14.043,23.706,29.816,28.105,21.317,16.871,17.015,17.446,11.051,3.065,0.439,0.401,0.635,0.925,1.097,0.827,0.657,0.899,1.286,1.483,1.56,1.509,0.992,0.356,0.052,0,0,0,0,0,0,0,0,0,0
L-METHIONINE,0,0,0,0,0,0,0,0,0.049,0.471,1.259,1.703,1.433,0.751,0.318,0.576,1.513,2.576,3.012,2.997,3.05,3.326,4.18,7.622,13.259,15.76,13.794,10.753,7.959,7.143,7.702,6.177,4.318,4.143,4.091,3.996,5.098,5.678,4.319,3.301,3.883,5.77,6.784,5.667,3.915,1.975,0.904,1.043,0.936,0.591,0.407,0.309,0.218,0.097,0.353,0.709,0.428,0.051,0,0,0
L-PHENYLALANINE,0,0,0,0,0,0,0,0,0.115,1.082,3.392,4.759,3.714,2.669,2.589,2.43,1.923,1.5,1.345,1.355,1.727,3.302,7.375,12.064,13.403,11.047,7.828,6.004,6.452,7.231,6.647,6.3,7.037,7.937,8.841,9.74,7.922,3.791,1.292,0.624,0.697,1.108,1.354,1.713,2.625,4.137,5.791,6.017,4.425,3.066,2.833,2.427,1.196,0.219,0.002,0,0,0,0,0,0
L-PROLINE,0,0,0,0,0,0,0,0,0,0.094,1.171,2.811,2.886,1.921,1.365,1.139,1.242,1.542,1.873,2.066,3.022,5.676,7.792,8.864,10.274,10.802,9.672,7.28,5.199,4.923,4.595,2.682,1.283,1.085,0.802,0.624,0.87,1.189,1.107,0.857,0.793,0.812,1.234,1.873,2.565,3.706,5.29,5.893,4.653,3.314,2.857,2.617,1.651,0.424,0,0,0,0,0,0,0
L-SERINE,0,0,0,0,0,0,0,0.033,0.61,3.132,6.152,6.071,4.02,2.554,1.815,1.574,1.522,1.415,1.07,1.507,3.203,4.335,4.186,3.973,4.225,4.266,3.318,2.36,2.418,2.29,1.921,1.832,1.547,1.4,1.784,2.223,2.452,2.305,1.998,1.964,1.589,1.974,3.337,4.078,4.93,5.844,5.964,5.315,4.069,3.132,2.229,0.866,0.086,0,0,0,0,0,0,0,0
L-TARTARIC ACID,0,0,0,0,0,0,0,0.181,1.466,3.192,3.411,2.499,2.018,2.645,3.321,2.703,1.433,1.126,1.908,3.566,4.768,4.282,4.081,4.672,4.909,4.49,3.647,3.074,2.809,2.94,3.263,3.017,3.207,4.716,6.082,6.195,5.671,5.314,5.465,6.756,9.348,9.805,7.166,5.023,3.469,2.306,1.626,0.588,0.02,0,0,0,0,0,0,0,0,0,0,0,0
L-THREONINE,0,0,0,0,0,0,0,0.008,0.842,3.184,5.035,4.804,3.758,2.992,2.311,1.565,1.348,1.409,1.197,1.699,2.769,3.126,3.076,3.543,5.08,6.873,7.003,5.575,4.46,4.171,4.732,4.944,3.202,1.763,1.932,2.299,2.641,2.37,1.683,1.731,1.811,1.909,2.861,4.25,5.701,6.238,5.415,4.72,4.389,3.388,1.741,0.454,0.029,0,0,0,0,0,0,0,0
L-TRYPTOPHAN,0,0,0,0,0,0,0,0,0.033,0.39,1.019,1.599,2.324,2.524,1.89,1.644,2.123,2.608,2.835,3.197,3.556,3.896,5.642,10.144,14.705,14.747,11.603,9.199,7.928,7.639,7.559,6.72,5.973,5.997,8.558,11.73,12.56,13.157,11.891,7.389,3.661,3.103,4.454,4.933,3.619,1.962,0.957,0.819,0.835,0.352,0.019,0,0,0,0,0,0,0,0,0,0
MAGNESIUM CHLORIDE ANHYDROUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,2.063,4.105,2.993,0.859,0.12,0,0,0,0,0,0,0,0,0.013,0.184,0.495,1.29,2.792,3.627,2.616,0.853,0.305,2.077,7.563,14.742,19.94,17.184,6.299,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALEIC ACID,0,0,0,0,0,0,0.013,0.211,0.859,1.502,1.545,1.128,0.646,0.722,1.013,0.688,0.319,0.356,0.899,2.531,4.406,4.912,4.821,5.692,6.293,6.435,7.267,7.081,5.872,5.376,5.03,3.981,2.98,3.251,4.107,3.776,2.924,3.101,4.012,4.387,4.425,5.382,6.139,5.06,3.289,2.173,1.125,0.257,0.021,0,0,0,0,0,0,0,0,0,0,0,0
MALIC ACID,0,0,0,0,0,0,0,0.013,0.364,1.505,2.612,2.839,2.484,1.523,0.766,1.449,2.302,1.681,0.922,1.67,4.436,7.091,6.788,5.814,6.117,6.59,6.496,5.518,4.041,2.627,2.057,2.257,2.535,3.63,4.97,5.233,4.376,3.297,4.004,5.834,6.81,7.337,7.206,5.724,3.767,2.282,1.859,1.522,0.536,0.013,0,0,0,0,0,0,0,0,0,0,0
MALONIC ACID,0,0,0,0,0,0,0,0.011,0.306,1.524,2.563,2.583,2.517,1.747,0.755,1.254,2.015,1.349,0.929,2.775,4.562,4.185,3.989,4.162,3.834,4.443,4.657,3.929,3.401,2.187,1.339,1.604,1.622,2.503,4.484,5.25,4.224,3.466,4.635,5.97,7.083,8.235,7.284,4.95,2.729,0.84,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTOSE,0,0,0,0,0,0,0,0,0,0.03,0.29,1.228,2.374,3.186,3.977,4.57,4.467,3.581,3.146,4.493,7.253,11.911,18.927,22.854,19.992,15.275,12.263,10.173,8.386,7.17,6.523,6.074,6.124,6.119,5.789,5.929,7.345,9.232,9.029,7.514,6.928,7.394,8.242,8.669,8.788,8.509,6.91,4.769,3.173,1.753,0.578,0.071,0,0,0,0,0,0,0,0,0
MANGANESE (II) CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,3.808,7.939,6.977,3.647,1.748,3.172,4.677,2.153,0.056,0,0,0,1.821,4.372,3.28,1.432,4.584,11.702,18.682,18.715,9.484,1.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATRINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,1.053,5.721,17.357,32.168,40.18,37.409,28.981,21.94,18.063,13.936,8.299,4.085,2.243,1.328,0.992,0.834,0.695,0.881,1.117,1.081,1.257,2.139,3.612,4.385,3.437,2.102,1.304,0.852,0.491,0.132,0,0,0,0
M-CRESOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.795,1.109,1.305,1.687,1.227,0.422,0.266,0.386,0.42,0.475,0.691,1.163,2.698,5.797,9.136,10.396,9.561,8.262,6.988,5.91,6.226,8.401,9.229,8.249,7.645,7.717,9.032,8.698,5.183,2.512,1.686,0.992,0.903,1.568,1.816,1.174,0.343,0.02,0,0,0,0,0,0,0,0,0
METHANAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,1.271,2.604,2.816,2.63,2.566,1.997,1.688,2.801,5.426,7.524,6.898,5.135,4.614,4.601,3.476,1.822,1.266,1.279,0.776,0.375,0.302,0.325,0.518,0.752,0.727,0.499,0.414,0.572,0.709,0.404,0.093,0.288,0.526,0.575,0.668,0.654,0.522,0.352,0
METHYL 4-HYDROXYBENZOATE,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.7,1.18,1.54,1.814,1.142,0.348,0.316,0.422,0.416,0.549,0.806,1.305,3.372,7.917,11.658,10.697,7.36,7.029,9.747,10.531,9.043,7.868,8.496,10.854,11.805,11.049,8.4,4.241,2.925,4.213,4.039,2.493,2.615,4.604,5.503,3.983,1.718,0.394,0.037,0,0,0,0,0,0,0,0,0
METHYL NICOTINATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.938,5.175,11.357,13.215,10.296,8.09,8.795,10.557,11.12,11.616,13.098,12.647,8.971,4.967,3.147,2.427,2.232,3.1,3.433,2.682,2.491,3.511,4.433,3.948,2.546,1.349,0.668,0.622,0.845,0.691,0.369,0.171,0.046,0,0,0,0
METHYLTRIOCTYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.477,2.742,8.019,12.32,12.5,12.338,14.303,21.128,37.916,60.53,75.509,71.119,53.553,39.616,33.164,29.985,20.857,6.461,0,0,0,0.234,0.612,0.521,0.431,1.716,3.508,3.866,6.723,14.062,14.21,5.129,0.045,0,0,0,0,0,0
METHYLTRIOCTYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.289,1.807,5.76,9.643,10.977,12.042,13.65,19.885,37.639,61.436,76.899,72.684,55.576,41.939,34.52,30.045,20.628,6.425,0,0,0.062,0.265,0.558,0.666,0.478,0.678,2.006,3.497,3.224,5.02,11.471,11.89,4.281,0.064,0,0,0,0,0
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1.905,4.56,7.952,14.992,25.642,28.482,20.183,14.384,14.667,13.519,12.191,14.404,18.661,22.964,27.346,26.43,15.224,4.345,1.084,0.63,0.708,0.768,0.308,0.675,2.485,3.161,1.779,2.119,10.394,16.775,8.839,0.816,0.034,0,0,0,0,0,0
METHYLUREA,0,0,0,0,0,0,0,0,0,0,0,0.01,0.262,1.348,2.818,3.274,3.087,3.351,3.33,2.272,1.31,1.379,2.143,3.171,4.43,5.606,5.606,4.862,4.944,5.776,6.195,5.506,4.201,2.929,2.076,1.793,1.709,1.747,1.651,1.314,1.326,1.756,1.918,1.601,1.719,2.681,3.646,3.881,3.064,1.538,0.406,0.044,0,0,0,0,0,0,0,0,0
N.N.N?.N?-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,4.218,13.557,20.544,21.667,24.202,26.312,24.637,21.958,15.756,6.891,2.078,1.578,1.779,1.582,0.979,0.345,0.28,0.596,0.578,0.384,0.705,1.149,1.164,1.224,1.223,1.078,1.003,0.766,0.656,0.47,0.119,0,0
N-BENZYL-2-HYDROXY-N-(2-HYDROXYETHYL)-N-METHYLETHAN-1-AMINIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,1.589,2.839,2.654,2.3,2.473,2.28,2.189,4.016,7.64,10.743,12.412,15.291,18.999,19.009,15.291,11.011,8.268,6.916,6.512,6.905,7.455,7.953,9.118,11.395,10.488,5.117,1.297,1.054,2.084,3.092,3.032,2.021,2.573,5.058,6.293,5.795,9.644,13.298,7.219,0.844,0,0,0,0,0,0
N-BUTYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0.291,1.951,4.554,4.798,3.019,2.422,2.141,1.358,0.976,0.794,0.986,1.671,2.281,3.506,4.768,5.022,5.386,7.677,12.188,14.333,11.7,8.073,6.436,5.848,5.494,4.49,1.856,0.455,1.588,2.344,1.328,0.801,1.336,1.335,1.65,4.326,10.973,15.189,9.477,2.034,0,0,0,0,0,0,0,0,0
N-DODECYLMORPHOLINE N-OXIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.356,2.779,9.368,14.962,14.783,14.238,21.034,35.497,46.96,46.493,37.511,27.995,21.058,17.977,14.313,6.566,2.083,1.243,0.688,0.953,1.141,1.008,0.966,1.219,1.531,2.026,2.473,1.842,1.14,2.082,3.269,2.69,1.318,0.913,1.012,0.658,0
NEODYMIUM(3+) TRINITRATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,1.569,2.172,2.019,2.92,3.699,2.552,1.59,1.082,1.93,3.925,3.516,2.328,3.187,6.808,12.817,19.382,27.176,31.33,26.084,20.336,19.184,17.265,11.534,3.959,0.215,0,0,0,0,0,0,0,0,0
N-ETHYLFORMAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.338,1.112,1.474,1.148,0.946,0.777,0.587,0.761,1.313,3.274,6.406,8.565,9.569,9.51,8.825,8.369,7.088,5.387,5.963,6.693,4.437,1.752,0.784,0.724,0.767,0.733,0.832,1.062,0.972,1.037,1.494,2.617,3.861,3.713,2.815,1.729,0.67,0.145,0,0,0,0,0,0
NICOTINAMIDE,0,0,0,0,0,0,0,0,0,0,0.011,0.127,0.711,1.665,2.446,2.629,2.206,1.831,1.63,1.506,2.512,5.245,7.57,7.292,5.607,4.427,4.101,5.342,7.016,8.277,10.982,13.118,11.171,6.665,3.418,2.13,1.665,1.64,1.645,1.837,2.073,2.009,1.973,2.741,4.454,4.684,3.119,2.149,1.556,0.796,0.368,0.18,0.052,0,0,0,0,0,0,0,0
NICOTINIC ACID HYDRAZIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.248,0.78,1.094,1.063,1.666,2.914,3.624,3.636,3.589,3.725,5.649,8.278,8.025,6.049,4.943,5.34,6.694,7.804,8.494,10.244,12.235,10.672,6.619,4.07,2.667,1.542,1.315,1.65,2.169,2.606,2.763,2.742,3.564,5.022,4.752,3.189,2.176,1.626,1.11,0.692,0.572,0.423,0.128,0,0,0
NINHYDRIN,0,0,0,0,0,0,0,0,0,0.134,1.06,2.006,1.767,1.622,1.614,1.23,1.261,1.332,1.241,1.448,4.002,8.401,9.341,6.579,5.925,7.384,7.185,7.571,10.105,11.921,12.338,11.636,8.179,3.878,2.135,3.159,4.444,4.087,4.297,6.351,8.478,8.708,7.44,5.808,3.484,1.153,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-METHYLACETAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.529,1.035,1.205,1.386,1.338,0.785,0.479,0.699,1.166,2.598,5.505,8.9,10.309,8.353,6.706,7.605,9.449,10.217,7.681,3.832,2.006,1.548,1.205,1.038,0.88,0.545,0.235,0.263,0.757,1.253,1.373,1.499,2.732,4.019,3.372,2.23,1.421,0.466,0.018,0,0,0,0,0,0,0,0,0
N-METHYLDIETHANOLAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.6,1.263,1.395,0.984,0.778,1.038,1.515,4.789,11.547,16.867,19.068,17.991,14.276,12.522,11.257,6.707,2.877,2.154,1.698,1.157,1.324,1.466,1.666,1.959,1.875,1.471,1.511,2.436,2.922,2.953,3.56,3.872,2.731,0.934,0.071,0,0,0,0,0,0,0,0,0,0
N-METHYLFORMAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.776,1.578,1.582,1.42,1.255,0.85,0.6,0.749,1.211,2.791,5.585,7.46,7.271,5.753,4.711,5.714,7.29,6.619,4.63,3.404,2.425,1.427,0.845,0.661,0.642,0.538,0.483,0.513,0.556,1.072,1.799,2.806,3.965,3.784,2.59,1.39,0.508,0.11,0,0,0,0,0,0,0,0,0,0
NONANOIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.36,0.98,1.504,1.638,1.023,0.349,0.342,0.718,0.87,0.529,0.341,0.442,0.454,1.449,3.077,4.085,6.26,13.076,23.909,31.131,29.653,22.966,16.879,13.52,12.387,9.551,4.277,1.955,2.134,2.043,1.988,2.449,3.256,4.045,4.061,3.054,2.095,1.059,0.219,0.031,0,0,0,0,0,0,0,0
N-PROPYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0.222,1.757,4.722,5.631,3.688,2.3,1.683,1.106,0.861,0.828,1.22,1.632,1.815,3.107,4.768,4.817,5.103,7.566,10.282,9.861,7.292,6.051,5.342,4.623,4.091,2.229,0.417,0.288,1.459,2.116,1.043,0.461,0.928,1.185,2.091,4.469,10.001,14.569,10.039,2.473,0,0,0,0,0,0,0,0,0
O-CRESOL,0,0,0,0,0,0,0,0,0,0.093,0.546,0.958,1,1.281,1.442,0.943,0.421,0.259,0.388,0.656,0.783,1.058,2.292,5.035,8.663,10.382,9.35,7.744,6.741,6.457,6.824,8.858,10.201,8.97,8.055,8.334,9.281,8.338,4.592,1.7,1.156,1.612,1.878,1.593,0.89,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCTADECYLTRIMETHYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.466,1.491,4.858,10.969,14.401,12.331,9.204,8.768,14.164,27.706,46.658,63.298,65.974,53.321,38.69,27.703,22.398,18.235,7.323,0.464,0.61,0.675,0.374,0.091,1.22,3.614,3.661,1.646,3.186,11.977,15.962,6.775,0,0,0,0,0,0,0,0
OCTANEDIOIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.742,1.997,3.027,3.244,2.004,0.695,0.692,1.448,1.75,1.043,0.681,0.894,0.925,3.048,6.381,8.362,11.928,18.289,23.942,23.139,16.999,11.128,6.93,5.521,4.959,3.534,3.175,3.819,4.096,4.188,4.286,4.895,6.46,8.222,8.097,5.912,4.035,2.06,0.439,0.065,0,0,0,0,0,0,0,0
OCTANOIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.362,0.982,1.504,1.632,1.018,0.353,0.341,0.714,0.876,0.531,0.338,0.445,0.456,1.461,3.096,4.047,6.238,12.691,22.273,27.979,25.612,19.293,14.291,11.985,11.252,8.367,3.699,1.89,2.043,2.101,2.145,2.409,3.198,4.129,4.098,2.998,2.045,1.049,0.223,0.033,0,0,0,0,0,0,0,0
OCTYL 4-HYDROXYBENZOATE,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.677,1.14,1.508,1.84,1.194,0.358,0.304,0.425,0.411,0.526,0.794,1.261,2.958,5.623,7.401,8.017,9.457,16.221,28.143,36.221,34.335,27.216,23.21,22.926,22.653,19.141,11.156,4.056,2.211,3.33,3.572,2.509,2.63,4.514,5.61,4.229,1.901,0.51,0.077,0,0,0,0,0,0,0,0,0
OLEIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.331,0.966,1.527,1.625,1.021,0.374,0.328,0.736,0.933,0.515,0.278,0.419,0.375,0.585,1.898,4.62,10.663,25.5,46.329,59.496,57.058,44.37,31.991,24.867,22.205,16.67,7.894,4.399,4.508,4.236,4.059,4.001,4.441,4.961,4.148,2.781,1.913,0.852,0.108,0.013,0,0,0,0,0,0,0,0
O-TOLUIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.392,0.951,1.438,1.68,1.071,0.338,0.309,0.672,0.869,0.57,0.329,0.39,0.939,3.7,8.177,10.212,9.944,9.912,9.248,8.196,8.114,9.229,10.466,10.403,10.498,11.957,10.72,5.814,2.364,1.711,2.042,2.185,2.285,3.179,3.607,2.744,1.469,0.415,0.002,0,0,0,0,0,0,0,0,0
OXALIC ACID,0,0,0,0,0,0,0,0.331,1.696,2.963,2.855,2.276,1.543,1.324,1.879,1.578,0.702,0.753,1.259,1.516,1.668,1.885,2.173,2.769,3.669,4.028,3.529,2.181,1.455,1.847,1.554,1.591,2.777,3.546,3.421,2.896,2.837,3.639,4.462,5.928,8.403,8.469,5.799,3.402,1.696,0.513,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMITIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.356,0.97,1.496,1.639,1.03,0.356,0.336,0.705,0.876,0.54,0.339,0.442,0.457,1.456,3.089,4.011,6.159,16.052,35.965,53.849,57.038,47.168,34.667,24.953,20.97,17.645,8.158,2.161,2.033,2.103,2.16,2.412,3.197,4.137,4.109,3.002,2.04,1.046,0.223,0.033,0,0,0,0,0,0,0,0
P-COUMARIC ACID,0,0,0,0,0,0,0,0,0.161,1.017,2.026,2.861,3.434,2.339,0.791,0.547,0.911,1.273,1.338,1.274,2.61,6.651,10.179,9.139,6.024,4.486,4.388,5.746,8.237,8.772,8.061,10.201,13.426,14.557,13.684,10.1,5.257,3.506,3.908,3.528,3.314,4.004,5.365,5.759,4.269,2.678,1.421,0.398,0.034,0,0,0,0,0,0,0,0,0,0,0,0
