Component #1,Component #2,Component #3,x1,x2,x3,T /K,Density /g/cm^3
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,353.2,1.2287
CHOLINE CHLORIDE,MALIC ACID,-,0.6,0.4,-,313.2,1.2287
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,303.15,1.229
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,328.15,1.2293
CHOLINE CHLORIDE,D-GLUCOSE,-,0.667,0.333,-,323.15,1.2294
IRON(3+) TRICHLORIDE,CETRIMIDE,-,0.5,0.5,-,298.0,1.23
CHOLINE CHLORIDE,CITRIC ACID,-,0.5,0.5,-,298.15,1.23
CHOLINE CHLORIDE,D-XYLOSE,-,0.667,0.333,-,296.15,1.23
CHOLINE CHLORIDE,D-XYLOSE,-,0.75,0.25,-,296.15,1.23
BETAINE,2-FUROIC ACID,-,0.333,0.667,-,338.15,1.23
BETAINE,4-CHLOROBENZOIC ACID,-,0.4,0.6,-,363.15,1.23
BETAINE,GLYCOLIC ACID,-,0.333,0.667,-,348.15,1.23
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,318.15,1.23002
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,343.15,1.23014
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,338.15,1.231
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,298.15,1.2312095
CHOLINE CHLORIDE,MALEIC ACID,-,0.5,0.5,-,313.2,1.2313
TETRAETHYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,318.15,1.231748
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,GLYCEROL,-,0.077,0.923,-,303.15,1.2324
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,323.15,1.2324
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,348.15,1.2324
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,343.2,1.2327
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,298.15,1.232733333
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,313.15,1.23325
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,338.15,1.23356
CHOLINE CHLORIDE,GLYCEROL,-,0.1,0.9,-,293.0,1.234
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,333.15,1.234
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,293.15,1.2342395
CHOLINE CHLORIDE,MALIC ACID,-,0.6,0.4,-,303.2,1.2344
CHOLINE CHLORIDE,D-GLUCOSE,-,0.667,0.333,-,313.15,1.2346
TETRAETHYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,313.15,1.235226
L-ALANINE,L-LACTIC ACID,-,0.125,0.875,-,313.15,1.235508
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,343.2,1.2356
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,318.15,1.2363
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,308.15,1.23641
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,333.15,1.237
CHOLINE CHLORIDE,MALEIC ACID,-,0.5,0.5,-,303.2,1.2371
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,338.15,1.2379
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,328.15,1.238
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,333.2,1.238
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,368.15,1.2385
TETRAETHYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,308.15,1.238652
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,363.15,1.239
AMMONIUM THIOCYANATE,GLYCEROL,-,0.4,0.6,-,313.15,1.2391
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,333.15,1.239535
L-ALANINE,L-LACTIC ACID,-,0.125,0.875,-,308.15,1.23955
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,303.15,1.23957
CHOLINE CHLORIDE,D-GLUCOSE,-,0.667,0.333,-,303.15,1.2397
AMMONIUM THIOCYANATE,GLYCEROL,-,0.333,0.667,-,313.15,1.2398
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,313.15,1.2398
BETAINE,2-CHLOROBENZOIC ACID,-,0.4,0.6,-,373.15,1.24
BETAINE,GLYCOLIC ACID,-,0.333,0.667,-,333.15,1.24
CHOLINE CHLORIDE,MALIC ACID,-,0.6,0.4,-,293.2,1.2402
1-ETHYL-1-METHYLPYRROLIDINIUM BROMIDE,1.6-HEXANEDIOL,-,0.333,0.667,-,313.15,1.2404
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,328.15,1.24049
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,323.15,1.241
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,353.2,1.2414
TETRAETHYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,303.15,1.241404
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,358.15,1.2419
CHOLINE CHLORIDE,GLYCEROL,-,0.05,0.95,-,293.0,1.242
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,298.15,1.242
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,358.15,1.242
AMMONIUM THIOCYANATE,GLYCEROL,-,0.25,0.75,-,313.15,1.2422
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,363.15,1.2423
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,303.15,1.2424
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,328.15,1.242598
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,333.2,1.2426
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,298.15,1.24281
CHOLINE CHLORIDE,MALEIC ACID,-,0.5,0.5,-,293.2,1.243
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,308.15,1.2432
1-ETHYL-1-METHYLPYRROLIDINIUM BROMIDE,1.6-HEXANEDIOL,-,0.333,0.667,-,308.15,1.2432
AMMONIUM THIOCYANATE,GLYCEROL,-,0.2,0.8,-,313.15,1.2433
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,328.15,1.2433
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,323.2,1.2434
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,323.15,1.244
L-ALANINE,L-LACTIC ACID,-,0.125,0.875,-,303.15,1.244014
CHOLINE CHLORIDE,PENTITOL,-,0.5,0.5,-,303.15,1.2445
TETRAETHYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,298.15,1.244862
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,318.15,1.245
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,323.15,1.245558
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,358.15,1.2457
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,353.15,1.246
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,303.15,1.24605
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,293.15,1.24608
TETRAETHYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,293.15,1.246341
GLYCINE,L-LACTIC ACID,-,0.125,0.875,-,313.15,1.247026
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,343.2,1.2472
1-ETHYL-1-METHYLPYRROLIDINIUM BROMIDE,1.6-HEXANEDIOL,-,0.333,0.667,-,303.15,1.2473
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,318.15,1.24755
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,313.15,1.248
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,358.15,1.248
L-ALANINE,L-LACTIC ACID,-,0.125,0.875,-,298.15,1.248084
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,338.15,1.2483
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,318.15,1.248415
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,318.15,1.2485
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,368.15,1.2486
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,313.2,1.2489
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,348.15,1.249
CHOLINE CHLORIDE,P-TOLUENESULFONIC ACID,-,0.333,0.667,-,288.15,1.2491
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,353.15,1.2495
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,323.2,1.2496
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,348.15,1.2497
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,298.0,1.25
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,298.0,1.25
BETAINE,2-CHLOROBENZOIC ACID,-,0.4,0.6,-,363.15,1.25
BETAINE,2-FUROIC ACID,-,0.333,0.667,-,328.15,1.25
BETAINE,4-CHLOROBENZOIC ACID,-,0.4,0.6,-,348.15,1.25
BETAINE,GLYCOLIC ACID,-,0.333,0.667,-,323.15,1.25
BETAINE,PENTITOL,-,0.333,0.667,-,298.15,1.25
1-ETHYL-1-METHYLPYRROLIDINIUM BROMIDE,1.6-HEXANEDIOL,-,0.333,0.667,-,298.15,1.2504
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,313.15,1.25105
GLYCINE,L-LACTIC ACID,-,0.125,0.875,-,308.15,1.251175
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,313.15,1.251207
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,308.15,1.252
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,343.15,1.252
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,333.15,1.2521
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,363.15,1.2524
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,348.15,1.2529
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,333.2,1.253
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,308.15,1.2537
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,308.15,1.254234
1-ETHYL-1-METHYLPYRROLIDINIUM BROMIDE,1.6-HEXANEDIOL,-,0.333,0.667,-,293.15,1.2543
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,303.2,1.2544
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,308.15,1.25456
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,348.15,1.255
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,338.15,1.255
GLYCINE,L-LACTIC ACID,-,0.125,0.875,-,303.15,1.255455
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,338.15,1.2555
AMMONIUM THIOCYANATE,UREA,-,0.4,0.6,-,313.15,1.2556
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,358.15,1.2556
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,328.15,1.2559
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,353.2,1.2562
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,313.2,1.2567
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,343.15,1.2568
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,303.15,1.257062
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,303.15,1.25807
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,368.15,1.2581
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,353.15,1.2587
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,353.15,1.2589
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,323.2,1.2589
AMMONIUM THIOCYANATE,UREA,-,0.4,0.6,-,298.15,1.259
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,298.15,1.259
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,333.15,1.259
BETAINE,MALIC ACID,-,0.5,0.5,-,298.15,1.259
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,353.15,1.2593
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,298.15,1.259373
GLYCINE,L-LACTIC ACID,-,0.125,0.875,-,298.15,1.259505
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,323.15,1.2597
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,293.2,1.2599
CHOLINE CHLORIDE,L-TARTARIC ACID,-,0.667,0.333,-,296.15,1.26
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,338.15,1.2601
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,328.15,1.2612
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,363.15,1.2615
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,343.2,1.2617
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,338.15,1.2619
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,328.15,1.262
CHOLINE CHLORIDE,NINHYDRIN,-,0.571,0.429,-,293.15,1.26217
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,298.15,1.26258
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,348.15,1.2626
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,293.15,1.263
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,333.15,1.2634
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,318.15,1.2635
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,303.2,1.264
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,358.15,1.2648
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,313.2,1.2649
L-PROLINE,LACTIC ACID,-,0.5,0.5,-,293.15,1.26511
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,343.15,1.2654
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,343.15,1.2656
L-HISTIDINE,L-LACTIC ACID,-,0.1,0.9,-,313.15,1.26567
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,343.15,1.266
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,323.15,1.266
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,318.15,1.2669
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,328.15,1.2673
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,313.15,1.2673
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,333.2,1.2673
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,353.15,1.2682
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,328.15,1.2688
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,353.15,1.269
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,318.15,1.269
L-HISTIDINE,L-LACTIC ACID,-,0.1,0.9,-,308.15,1.269543
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,338.15,1.2696
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,358.15,1.2697
IRON(3+) TRICHLORIDE,DODECYLTRIMETHYLAMMONIUM BROMIDE,-,0.5,0.5,-,298.0,1.27
CHOLINE CHLORIDE,D-GLUCOSE,-,0.5,0.5,-,296.15,1.27
BETAINE,2-CHLOROBENZOIC ACID,-,0.4,0.6,-,348.15,1.27
BETAINE,2-FUROIC ACID,-,0.333,0.667,-,303.15,1.27
BETAINE,4-CHLOROBENZOIC ACID,-,0.4,0.6,-,338.15,1.27
BETAINE,GLYCOLIC ACID,-,0.333,0.667,-,298.15,1.27
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,303.2,1.2702
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,323.15,1.271
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,308.15,1.271
BETAINE,MALIC ACID,-,0.5,0.5,-,363.15,1.271
CHOLINE CHLORIDE,OXALIC ACID,-,0.5,0.5,-,293.2,1.2713
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,348.15,1.2715
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,333.15,1.272
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,333.15,1.2725
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,308.15,1.2725
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,323.2,1.2729
ETHYLAMMONIUM CHLORIDE,TRIFLUOROACETAMIDE,-,0.4,0.6,-,313.15,1.273
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,313.15,1.273
L-HISTIDINE,L-LACTIC ACID,-,0.1,0.9,-,303.15,1.273402
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.667,0.333,-,303.15,1.2735
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,333.15,1.2736
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,298.15,1.27405
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,318.15,1.2745
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,303.15,1.2748
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,343.15,1.2749
BETAINE,MALIC ACID,-,0.5,0.5,-,358.15,1.275
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,343.15,1.2752
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,343.15,1.2757
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,348.15,1.2759
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,318.15,1.2759
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,308.15,1.276
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,328.15,1.2766
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,293.2,1.277
L-HISTIDINE,L-LACTIC ACID,-,0.1,0.9,-,298.15,1.277219
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,298.15,1.2779
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,313.15,1.278
BETAINE,MALIC ACID,-,0.5,0.5,-,353.15,1.278
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,338.15,1.2782
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,313.2,1.2785
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,323.15,1.2786
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,298.15,1.2786
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,323.15,1.2788
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,303.15,1.279
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,338.15,1.2791
CHOLINE CHLORIDE,D-SORBITOL,-,0.5,0.5,-,303.15,1.2794
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,303.15,1.2796
BETAINE,D-GLUCOSE,-,0.5,0.5,-,298.15,1.28
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,323.15,1.2809
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,308.15,1.2817
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,333.15,1.2817
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,338.15,1.2818
BETAINE,MALIC ACID,-,0.5,0.5,-,348.15,1.282
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,333.15,1.2823
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,293.15,1.2824
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,373.0,1.2828
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,333.15,1.2829
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,308.15,1.283
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,298.15,1.283
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,318.15,1.2836
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,303.2,1.2841
BETAINE,MALIC ACID,-,0.5,0.5,-,343.15,1.285
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,313.15,1.2851
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,328.15,1.2851
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,313.15,1.2854
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,303.15,1.2855
CHOLINE CHLORIDE,CHLOROACETIC ACID,-,0.333,0.667,-,288.15,1.2863
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,328.15,1.2868
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,313.15,1.287
L-ALANINE,L-LACTIC ACID,-,0.5,0.5,-,293.15,1.287
BETAINE,D-SORBITOL,-,0.333,0.667,-,298.15,1.287
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,333.15,1.287193
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,328.15,1.2873
BETAINE,MALIC ACID,-,0.5,0.5,-,338.15,1.288
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,323.15,1.2886
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,323.15,1.289
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,298.15,1.2891
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.6,0.4,-,293.2,1.2898
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,298.15,1.2899
CHOLINE CHLORIDE,D-GLUCOSE,-,0.333,0.667,-,298.15,1.29
BETAINE,2-CHLOROBENZOIC ACID,-,0.4,0.6,-,338.15,1.29
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,308.15,1.2906
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,323.15,1.2906
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.5,0.5,-,353.2,1.2909
BETAINE,MALIC ACID,-,0.5,0.5,-,333.15,1.291
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,328.15,1.291168
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,363.0,1.2916
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,303.15,1.2917
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,303.15,1.2918
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.33,0.67,-,318.15,1.292
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.6,0.4,-,318.15,1.2927
N-BUTYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,295.15,1.293
BETAINE,MALIC ACID,-,0.5,0.5,-,328.15,1.294
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.25,0.75,-,303.15,1.2945
POTASSIUM CARBONATE,GLYCEROL,-,0.091,0.909,-,318.15,1.2946
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,323.15,1.29516
